index	original	translation	scores	mean	z_scores	z_mean
5212	The Darjeeling Himalayan Railway received the honor first in 1999 by UNESCO followed by the Nilgiri Mountain Railway in 2005.	दार्जिलिंग हिमालयन रेलवे को सबसे पहले 1999 में यूनेस्को द्वारा और उसके बाद नीलगिरी माउंटेन रेलवे को 2005 में यह सम्मान दिया गया था।	[100, 95, 76, 75]	86.5	[0.953687239391003, 0.6254510232064127, 0.3231917747305074, 0.05432950797724894]	0.489164886326293
5213	A mud brick stupa has also been carbon dated to 6th-5th century BCE which bolsters the case for Nalanda as an important Buddhist site since its early period.	मिट्टी की ईंटों से बना एक स्तूप भी ईसा पूर्व 6वीं-5वीं शताब्दी का माना जाता है, जो नालंदा को इसके प्रारंभिक काल से ही एक महत्वपूर्ण बौद्ध स्थल के रूप में स्थापित करता है।	[90, 90, 68, 70]	79.5	[0.12609030444560904, 0.2069211629237486, -0.5044061668721455, -0.4144902107613443]	-0.14647122756603304
5214	It is a terracotta game object containing four, three, two, and one incised circles on each of its respective sides.	यह एक टेराकोटा गेम ऑब्जेक्ट है जिसमें प्रत्येक पक्ष पर चार, तीन, दो और एक छेदित वृत्त हैं।	[95, 80, 78, 80]	83.25	[0.539888771918306, -0.6301385576415794, 0.5300912601311706, 0.5231492267158422]	0.24074767528093483
5215	This miniature painting shows Shah Jahan as a prince, being weighed against gold and luxurious silks, on the occasion of his birthday.	इस लघु चित्रकारी में शाहजहां को राजकुमार के रूप में दिखाया गया है, जिसे उनके जन्मदिन के अवसर पर सोने और शानदार रेशम से तौला गया था।	[95, 95, 66, 86]	85.5	[0.539888771918306, 0.6254510232064127, -0.7113056522728086, 1.085732889202154]	0.38494175801351604
5216	It is a World Heritage Site included in Hill Forts of Rajasthan.	यह राजस्थान के पहाड़ी किलों में शामिल एक विश्व विरासत स्थल है।	[95, 100, 70, 72]	84.25	[0.539888771918306, 1.0439808834890767, -0.29750668147148224, -0.226962323265907]	0.26485016266749833
5217	The Shungas played an important role in the enlargement and creation of many other stupas of our time.	शुंगों ने हमारे समय के कई अन्य स्तूपों के विस्तार और निर्माण में महत्वपूर्ण भूमिका निभाई।	[95, 95, 70, 90]	87.5	[0.539888771918306, 0.6254510232064127, -0.29750668147148224, 1.4607886641930286]	0.5821554444615662
5218	Underneath this white dome in a domed chamber (hujra), lies the central octagonal sepulcher, the burial chamber containing a single cenotaph, that of the second Mughal Emperor, Humayun aligned on the north–south axis, as per Islamic tradition, wherein the head is placed to the north, while the face is turned sideways towards Mecca.	गुंबद वाले कक्ष (हुजरा) में इस सफेद गुंबद के नीचे केंद्रीय अष्टकोणीय समाधि है, जिसमें एक एकल समाधि है, जो इस्लामी परंपरा के अनुसार उत्तर-दक्षिण अक्ष पर दूसरे मुगल सम्राट हुमायूं का समाधि है, जिसमें सिर उत्तर की ओर रखा गया है, जबकि चेहरा मक्का की ओर बगल में है।	[90, 90, 67, 68]	78.75	[0.12609030444560904, 0.2069211629237486, -0.607855909572477, -0.6020180982567815]	-0.21921563511497524
5219	In Arunachal Pradesh, a shaman is mostly seen as a diviner, communicator, negotiator, healer, ritual specialist, and religious expert (but not as a magician or a mystic).	अरुणाचल प्रदेश में, एक शमन को ज्यादातर एक भविष्यवक्ता, संचारक, वार्ताकार, चिकित्सक, अनुष्ठान विशेषज्ञ और धार्मिक विशेषज्ञ (लेकिन एक जादूगर या रहस्यवादी के रूप में नहीं) के रूप में देखा जाता है।	[95, 100, 66, 63]	81.0	[0.539888771918306, 1.0439808834890767, -0.7113056522728086, -1.0708378169953747]	-0.049568453465200196
5220	The highly geometrical and enclosed Paradise garden is divided into four squares by paved walkways (khiyabans) and two bisecting central water channels, reflecting the four rivers that flow in jannat, the Islamic concept of paradise.	अत्यधिक ज्यामितीय और घिरे हुए पैराडाइज गार्डन को पक्के पैदल मार्गों (खियाबन) और दो केंद्रीय जल चैनलों द्वारा चार वर्गों में विभाजित किया गया है, जो स्वर्ग की इस्लामी अवधारणा जन्नत में बहने वाली चार नदियों को दर्शाता है।	[95, 95, 69, 70]	82.25	[0.539888771918306, 0.6254510232064127, -0.4009564241718138, -0.4144902107613443]	0.08747329004789015
5221	They bring forth no fruits and his Majesty thinks them even hurtful, for afterwards, when such a couple ripens into manhood, they dislike having cognation and their home is desolate”.	वे कोई फल पैदा नहीं करते और बादशाह उन्हें हानिकारक भी समझते हैं, क्योंकि बाद में, जब इस तरह का दंपति परिपक्व हो जाता है, तो उन्हें संज्ञान लेना पसंद नहीं होता और उनका घर उजाड़ हो जाता है।	[90, 90, 69, 67]	79.0	[0.12609030444560904, 0.2069211629237486, -0.4009564241718138, -0.6957820420045002]	-0.1909317497017391
5222	Indian TV also consists of Western channels such as Cartoon Network, Nickelodeon, HBO, and FX. In 2016 the list of TV channels in India stood at 892.	भारतीय टीवी में कार्टून नेटवर्क, निकलोडियन, एचबीओ और एफएक्स जैसे पश्चिमी चैनल भी शामिल हैं।	[75, 65, 76, 74]	72.5	[-1.115305097972482, -1.8857281384895714, 0.3231917747305074, -0.039434435770469706]	-0.6793189743755039
5223	A transparent crystal barrel bead having a perforation with light cracks and cut marks on its surface, found in Kannauj, Uttar Pradesh, India.	भारत के उत्तर प्रदेश के कन्नौज में पाया जाने वाला एक पारदर्शी क्रिस्टल बैरल जिसमें हल्की दरारों और इसकी सतह पर कट के निशान के साथ छिद्र होता है।	[80, 80, 66, 76]	75.5	[-0.7015066304997849, -0.6301385576415794, -0.7113056522728086, 0.1480934517249676]	-0.47371434717230126
5224	The panel, headed by ecologist Madhav Gadgil, was appointed by the Union Ministry of Environment and Forests to assess the biodiversity and environmental issues of the Western Ghats.	पर्यावरण विशेषज्ञ माधव गाडगिल की अध्यक्षता वाली इस समिति को केंद्रीय पर्यावरण एवं वन मंत्रालय ने पश्चिमी घाटों की जैव विविधता और पर्यावरणीय मुद्दों का आकलन करने के लिए नियुक्त किया था।	[90, 90, 65, 67]	78.0	[0.12609030444560904, 0.2069211629237486, -0.8147553949731403, -0.6957820420045002]	-0.29438149240207073
5225	They got artists from Europe to paint the scenery, purchased stage machinery from England, and An extract from the book ‘The Indian theatre: its origins and its later developments under European influence with special reference to western India’ which has an advertisement of a play.	उन्होंने दृश्यों को चित्रित करने के लिए यूरोप के कलाकारों को लिया, इंग्लैंड से मंच मशीनरी खरीदी, और 'द इंडियन थियेटरः इट्स ऑरिजिंस एंड इट्स लेटर डेवलपमेंट्स अंडर यूरोपियन इफेक्ट विद स्पेशल रेफरेंस टू वेस्टर्न इंडिया' पुस्तक से एक अंश खरीदा, जिसमें एक नाटक का विज्ञापन है।	[90, 80, 76, 75]	80.25	[0.12609030444560904, -0.6301385576415794, 0.3231917747305074, 0.05432950797724894]	-0.031631742622053524
5226	The dots on either side indicate eyebrows.	दोनों तरफ के बिंदु भौहों को इंगित करते हैं।	[95, 95, 73, 90]	88.25	[0.539888771918306, 0.6254510232064127, 0.012842546629512591, 1.4607886641930286]	0.6597427514868149
5227	The temples have a rich display of intricately carved statues.	मंदिरों में जटिल नक्काशी वाली मूर्तियों का समृद्ध प्रदर्शन है।	[95, 95, 75, 76]	85.25	[0.539888771918306, 0.6254510232064127, 0.2197420320301758, 0.1480934517249676]	0.3832938197199655
5228	It was confined to a class of professionals only.	यह केवल पेशेवरों के एक वर्ग तक ही सीमित था।	[100, 100, 78, 90]	92.0	[0.953687239391003, 1.0439808834890767, 0.5300912601311706, 1.4607886641930286]	0.9971370118010697
5229	The mutilated sculpture of an elephant head.	हाथी के सिर की विकृत मूर्ति।	[95, 95, 76, 95]	90.25	[0.539888771918306, 0.6254510232064127, 0.3231917747305074, 1.929608382931622]	0.854534988196712
5230	However, the penumbra of the sun can be as wide as 30 mm, making the 1mm increments of the Samrat Yantra sundial devoid of any practical significance.	हालांकि, सूर्य का पेनुम्ब्रा 30 मिमी तक चौड़ा हो सकता है, जिससे सम्राट यंत्र सनडायल की 1 मिमी वृद्धि का कोई व्यावहारिक महत्व नहीं है।	[95, 90, 61, 59]	76.25	[0.539888771918306, 0.2069211629237486, -1.2285543657744666, -1.4458935919862494]	-0.4819095057296654
5231	One of these is believed to be the Shore Temple.	इनमें से एक तट मंदिर माना जाता है।	[95, 90, 72, 73]	82.5	[0.539888771918306, 0.2069211629237486, -0.09060719607081902, -0.13319837951818836]	0.1307510898132618
5232	The nose is made with the pinching technique and the mouth is made with a silt cut.	नाक को पिंचिंग तकनीक से बनाया जाता है और मुंह को सिल्ट कट से बनाया जाता है।	[95, 95, 69, 80]	84.75	[0.539888771918306, 0.6254510232064127, -0.4009564241718138, 0.5231492267158422]	0.32188314941718676
5233	According to Islamic cosmology, djinns are created by Allah from smokeless fire.	इस्लामी ब्रह्मांड विज्ञान के अनुसार, जिन को अल्लाह ने धुआं रहित आग से बनाया है।	[95, 85, 67, 85]	83.0	[0.539888771918306, -0.2116086973589154, -0.607855909572477, 0.9919689454544354]	0.17809827761033722
5234	Her hair is beautifully decorated in the shape of juda on the backside.	उसके बालों को पीछे की तरफ जूडा के आकार में खूबसूरती से सजाया गया है।	[85, 90, 68, 85]	82.0	[-0.28770816302708796, 0.2069211629237486, -0.5044061668721455, 0.9919689454544354]	0.10169394461973763
5235	It has been designated as an	इसे निम्नलिखित रूप में निर्दिष्ट किया गया हैः	[90, 90, 78, 75]	83.25	[0.12609030444560904, 0.2069211629237486, 0.5300912601311706, 0.05432950797724894]	0.22935805886944427
5236	While vivid colours and mural wall-painting were abundant in Indian history as evidenced by historical records, Caves 16, 17, 1 and 2 of Ajanta form the largest corpus of surviving ancient Indian wall-painting.	हालांकि भारतीय इतिहास में ज्वलंत रंग और भित्ति चित्र प्रचुर मात्रा में थे, जैसा कि ऐतिहासिक अभिलेखों से प्रमाणित होता है, अजंता की गुफाएं 16,17,1 और 2 जीवित प्राचीन भारतीय दीवार-चित्रकला का सबसे बड़ा संग्रह हैं।	[100, 100, 71, 68]	84.75	[0.953687239391003, 1.0439808834890767, -0.19405693877115063, -0.6020180982567815]	0.3003982714630369
5237	Frequent education and awareness Programmes for various target groups	विभिन्न लक्षित समूहों के लिए नियमित शिक्षा और जागरूकता कार्यक्रम	[95, 95, 67, 80]	84.25	[0.539888771918306, 0.6254510232064127, -0.607855909572477, 0.5231492267158422]	0.270158278067021
5238	At the back of the portico are three chambers.	पोर्टिको के पीछे तीन कक्ष हैं।	[100, 100, 66, 81]	86.75	[0.953687239391003, 1.0439808834890767, -0.7113056522728086, 0.6169131704635609]	0.47581891026770795
5239	It is widely believed that this glimpse of Padmini's beauty besotted him and convinced him to destroy Chittor in order to possess her.	यह व्यापक रूप से माना जाता है कि पद्मिनी की सुंदरता की इस झलक ने उन्हें प्रभावित किया और उन्हें चित्तौड़ को नष्ट करने के लिए मना लिया।	[85, 75, 71, 68]	74.75	[-0.28770816302708796, -1.0486684179242434, -0.19405693877115063, -0.6020180982567815]	-0.5331129044948159
5240	It is a lac casket presented to Pt. Jawaharlal Nehru by the Indian labourers of the Burma Oil Fields.	यह बर्मा ऑयल फील्ड के भारतीय मजदूरों द्वारा पंडित जवाहरलाल नेहरू को भेंट किया गया एक लाख रुपये का ताबूत है।	[85, 75, 70, 85]	78.75	[-0.28770816302708796, -1.0486684179242434, -0.29750668147148224, 0.9919689454544354]	-0.16047857924209452
5241	Some of these works have later been lost in natural and fire disasters.	इनमें से कुछ कार्य बाद में प्राकृतिक और अग्नि आपदाओं में खो गए।	[100, 90, 67, 68]	81.25	[0.953687239391003, 0.2069211629237486, -0.607855909572477, -0.6020180982567815]	-0.012316401378626746
5242	"Further, the cave includes a number of inscriptions where parts of the cave are ""gifts of prasada"" by different individuals, which in turn suggests that the cave was sponsored as a community effort rather than a single king or one elite official."	इसके अलावा, गुफा में कई शिलालेख शामिल हैं जहां गुफा के हिस्से अलग-अलग व्यक्तियों द्वारा प्रसाद के उपहार हैं, जिससे पता चलता है कि गुफा को एकल राजा या एक कुलीन अधिकारी के बजाय सामुदायिक प्रयास के रूप में प्रायोजित किया गया था।	[95, 95, 67, 64]	80.25	[0.539888771918306, 0.6254510232064127, -0.607855909572477, -0.9770738732476562]	-0.10489749692385364
5243	There is much more to a food tour in Delhi and perhaps it will require volumes of writing to cover it completely.	दिल्ली में एक फूड टूर के लिए बहुत कुछ है और शायद इसे पूरी तरह से कवर करने के लिए बहुत कुछ लिखने की आवश्यकता होगी।	[90, 95, 69, 81]	83.75	[0.12609030444560904, 0.6254510232064127, -0.4009564241718138, 0.6169131704635609]	0.2418745184859422
5244	Both public and private art promoting agencies today consider Madhubani painting as one of the definitive cultural contributions of India to the world and promote Madhubani painting on national and international platforms with respect and verve.	सार्वजनिक और निजी कला को बढ़ावा देने वाली एजेंसियां आज मधुबनी चित्रकला को विश्व के लिए भारत के निश्चित सांस्कृतिक योगदानों में से एक के रूप में मानती हैं और सम्मान और उत्साह के साथ राष्ट्रीय और अंतर्राष्ट्रीय मंचों पर मधुबनी चित्रकला को बढ़ावा देती हैं।	[100, 100, 68, 70]	84.5	[0.953687239391003, 1.0439808834890767, -0.5044061668721455, -0.4144902107613443]	0.2696929363116475
5245	In this Puja, the Devi is worshipped in her Chandiavatar.	इस पूजा में देवी की पूजा उनके चंडी अवतार में की जाती है।	[95, 95, 76, 85]	87.75	[0.539888771918306, 0.6254510232064127, 0.3231917747305074, 0.9919689454544354]	0.6201251288274154
5246	This form of construction requires very precise joints.	इस प्रकार के निर्माण के लिए बहुत सटीक जोड़ों की आवश्यकता होती है।	[95, 95, 70, 82]	85.5	[0.539888771918306, 0.6254510232064127, -0.29750668147148224, 0.7106771142112794]	0.39462755696612895
5247	It is a UNESCO World Heritage Site that consists of seven hills and over 750 rock shelters distributed over 10 km (6.2 mi).	यह एक यूनेस्को विश्व धरोहर स्थल है जिसमें सात पहाड़ियां और 10 किमी (6.2 मील) से अधिक में वितरित 750 से अधिक चट्टान आश्रय स्थल शामिल हैं।	[100, 95, 56, 55]	76.5	[0.953687239391003, 0.6254510232064127, -1.7458030792761248, -1.820949366977124]	-0.49690354591395824
5248	The Koh-i-Noor diamond was mined at a location near Masulipatnam according to an account by Theophilus Metcalfe made at the request of Lord Dalhousie.	लॉर्ड डलहौजी के अनुरोध पर थियोफिलस मेटकॉफ द्वारा किए गए एक विवरण के अनुसार कोहिनूर हीरा मसूलीपट्टनम के पास एक स्थान पर खनन किया गया था।	[90, 90, 59, 73]	78.0	[0.12609030444560904, 0.2069211629237486, -1.4354538511751298, -0.13319837951818836]	-0.30891019083099014
5249	The integrity of the associative values and of traditional knowledge has been impacted by past policies for environmental protection, changes in lifestyle and discouragement of traditional practices for subsistence.	सहयोगात्मक मूल्यों और पारंपरिक ज्ञान की अखंडता पर पर्यावरण संरक्षण के लिए पिछली नीतियों, जीवन शैली में परिवर्तन और आजीविका के लिए पारंपरिक प्रथाओं के हतोत्साहित का प्रभाव पड़ा है।	[100, 100, 69, 78]	86.75	[0.953687239391003, 1.0439808834890767, -0.4009564241718138, 0.3356213392204049]	0.4830832594821677
5250	Systematic excavation of the ruins by the ASI did not begin until 1915 and ended in 1937.	एएसआई द्वारा खंडहरों की व्यवस्थित खुदाई 1915 तक शुरू नहीं हुई और 1937 में समाप्त हुई।	[100, 95, 70, 68]	83.25	[0.953687239391003, 0.6254510232064127, -0.29750668147148224, -0.6020180982567815]	0.169903370717288
5251	It is a lac casket presented to Pt. Jawaharlal Nehru by the Indian labourers of the Burma Oil Fields.	यह बर्मा ऑयल फील्ड के भारतीय मजदूरों द्वारा पंडित जवाहरलाल नेहरू को भेंट किया गया एक लाख रुपये का ताबूत है।	[85, 75, 70, 85]	78.75	[-0.28770816302708796, -1.0486684179242434, -0.29750668147148224, 0.9919689454544354]	-0.16047857924209452
5252	There is much more to a food tour in Delhi and perhaps it will require volumes of writing to cover it completely.	दिल्ली में एक फूड टूर के लिए बहुत कुछ है और शायद इसे पूरी तरह से कवर करने के लिए बहुत कुछ लिखने की आवश्यकता होगी।	[90, 95, 69, 81]	83.75	[0.12609030444560904, 0.6254510232064127, -0.4009564241718138, 0.6169131704635609]	0.2418745184859422
5253	It was issued regarding land on 1158 A.H.	यह 1158 ए. एच. को भूमि के संबंध में जारी किया गया था।	[95, 100, 78, 92]	91.25	[0.539888771918306, 1.0439808834890767, 0.5300912601311706, 1.648316551688466]	0.9405693668067547
5254	The structure is adorned with intricate carvings, most famous among which is the carving of five palm trees covered with snakes.	यह संरचना जटिल नक्काशी से सुसज्जित है, जिसमें सबसे प्रसिद्ध सांपों से ढके पांच ताड़ के पेड़ों की नक्काशी है।	[95, 100, 69, 82]	86.5	[0.539888771918306, 1.0439808834890767, -0.4009564241718138, 0.7106771142112794]	0.47339758636171203
5255	The Vitthala temple and market complex is over 3 kilometres (1.9 mi) north-east of the Virupaksha temple near the banks of the Tungabhadra River.	विट्ठल मंदिर और बाजार परिसर तुंगभद्रा नदी के तट के पास विरूपाक्ष मंदिर के उत्तर-पूर्व में 3 किलोमीटर (1.9 मील) से अधिक है।	[90, 90, 66, 64]	77.5	[0.12609030444560904, 0.2069211629237486, -0.7113056522728086, -0.9770738732476562]	-0.3388420145377768
5256	The latter group were thought to be a century or later than the others, but the revised chronology proposed by Spink would place them in the 5th century as well, perhaps contemporary with it in a more progressive style, or one reflecting a team from a different region.	बाद वाले समूह को दूसरों की तुलना में एक सदी या उससे अधिक माना जाता था, लेकिन स्पिंक द्वारा प्रस्तावित संशोधित कालक्रम उन्हें 5 वीं शताब्दी में भी रखेगा, शायद अधिक प्रगतिशील शैली में समकालीन, या एक अलग क्षेत्र की टीम को दर्शाता है।	[95, 95, 70, 68]	82.0	[0.539888771918306, 0.6254510232064127, -0.29750668147148224, -0.6020180982567815]	0.06645375384911373
5257	"Translated as ""fine-grain"" in English, the ""mihi dana"" is a sweet delicacy of West Bengal, originating in the Bardhaman district."	"""अंग्रेजी में"" ""महीन अनाज"" ""के रूप में अनुवादित,"" ""मिही दाना"" ""पश्चिम बंगाल का एक मीठा व्यंजन है, जो बर्धमान जिले में उत्पन्न हुआ है।"""	[80, 85, 66, 80]	77.75	[-0.7015066304997849, -0.2116086973589154, -0.7113056522728086, 0.5231492267158422]	-0.2753179383539167
5258	So, when the trees are tall and the clove bunches are beyond reach, platform ladders are used for harvesting.	इसलिए, जब पेड़ ऊंचे होते हैं और लौंग के गुच्छे पहुंच से बाहर होते हैं, तो प्लेटफॉर्म सीढ़ियों का उपयोग कटाई के लिए किया जाता है।	[90, 95, 70, 85]	85.0	[0.12609030444560904, 0.6254510232064127, -0.29750668147148224, 0.9919689454544354]	0.36150089790874373
5259	The time of Aurangzeb inside of these tents were covered with hand-painted chintzes decorated with costly hangings of satin embroidered in silver and gold.	इन तंबुओं के भीतर औरंगजेब के समय को चांदी और सोने में कढ़ाई किए गए सातिन के महंगे पर्दों से सजाया गया था।	[80, 80, 70, 77]	76.75	[-0.7015066304997849, -0.6301385576415794, -0.29750668147148224, 0.24185739547268623]	-0.34682361853504007
5260	Though a significant portion of Indian food is vegetarian, many Indian dishes also include meats like chicken, mutton, beef (both cow and buffalo), pork and fish, egg and other seafood.	हालांकि भारतीय भोजन का एक महत्वपूर्ण हिस्सा शाकाहारी है, लेकिन कई भारतीय व्यंजनों में चिकन, मटन, बीफ (गाय और भैंस दोनों), सूअर का मांस और मछली, अंडा और अन्य समुद्री भोजन भी शामिल हैं।	[95, 95, 86, 87]	90.75	[0.539888771918306, 0.6254510232064127, 1.3576892017338236, 1.1794968329498727]	0.9256314574521038
5261	The evolution of language within India may be distinguished over three periods: old, middle and modern Indo-Aryan.	भारत के भीतर भाषा के विकास को तीन अवधियों में अलग किया जा सकता हैः पुरानी, मध्य और आधुनिक इंडो-आर्यन।	[100, 100, 80, 83]	90.75	[0.953687239391003, 1.0439808834890767, 0.7369907455318339, 0.8044410579589981]	0.8847749815927279
5262	Apart from Jean Baptiste Tavernier, a 17th century European traveller whose words are on the reverse of this card, a German traveller,Mandelslo,wrote in 1638 that, “There is not in a manner any nation nor any merchandise in all Asia, which may not be had at Ahmedabad.	17वीं शताब्दी के एक यूरोपीय यात्री जीन बैप्टिस्ट टैवर्नियर के अलावा, जिनके शब्द इस कार्ड के विपरीत हैं, एक जर्मन यात्री, मंडेल्सलो ने 1638 में लिखा कि, पूरे एशिया में ऐसा कोई भी राष्ट्र या माल नहीं है, जो अहमदाबाद में न हो।	[85, 85, 74, 77]	80.25	[-0.28770816302708796, -0.2116086973589154, 0.1162922893298442, 0.24185739547268623]	-0.035291793895868236
5263	According to an interview with C.K. Prahalad by Des Dearlove, author of many best selling business books, modern India is a country of very diverse cultures with many languages, religions, and traditions.	डेस डियरलव द्वारा सी. के. प्रहलाद के साथ एक साक्षात्कार के अनुसार, कई सबसे अधिक बिकने वाली व्यावसायिक पुस्तकों के लेखक, आधुनिक भारत कई भाषाओं, धर्मों और परंपराओं के साथ बहुत विविध संस्कृतियों का देश है।	[95, 90, 67, 68]	80.0	[0.539888771918306, 0.2069211629237486, -0.607855909572477, -0.6020180982567815]	-0.115766018246801
5264	The Brihadisvara temple at Tanjavur was built by the Chola King Rajaraja I in the ninth century dedicating it to Lord Siva.	तंजावुर में बृहदीश्वर मंदिर का निर्माण नौवीं शताब्दी में चोल राजा राजराज प्रथम द्वारा भगवान शिव को समर्पित किया गया था।	[90, 90, 68, 93]	85.25	[0.12609030444560904, 0.2069211629237486, -0.5044061668721455, 1.7420804954361846]	0.39267144898334916
5265	The face of the deity seems to glow with inner delight and energy with a subtle smile on his lips.	देवता का चेहरा अपने होंठों पर एक सूक्ष्म मुस्कान के साथ आंतरिक आनंद और ऊर्जा से चमक रहा है।	[95, 95, 78, 85]	88.25	[0.539888771918306, 0.6254510232064127, 0.5300912601311706, 0.9919689454544354]	0.6718500001775811
5266	This is a terracotta head with an elongated face and applied ears.	यह एक टेराकोटा सिर है जिसके चेहरे और कान लम्बे हैं।	[95, 85, 69, 80]	82.25	[0.539888771918306, -0.2116086973589154, -0.4009564241718138, 0.5231492267158422]	0.11261821927585473
5267	There were always many maids and ladies in waiting, slave girls and dancing and singing girls and musicians surrounding them.	हमेशा कई नौकरानियां और महिलाएं इंतजार करती रहती थीं, गुलाम लड़कियां और नृत्य और गायन लड़कियां और संगीतकार उनके आसपास रहते थे।	[85, 80, 87, 80]	83.0	[-0.28770816302708796, -0.6301385576415794, 1.4611389444341552, 0.5231492267158422]	0.2666103626203325
5268	It hosted a Vaishnava matha (monastery), designed as a pilgrimage centre centred around the Alvar tradition.	इसने एक वैष्णव मठ (मठ) की मेजबानी की, जिसे अलवर परंपरा के इर्द-गिर्द केंद्रित एक तीर्थ केंद्र के रूप में डिज़ाइन किया गया था।	[90, 85, 67, 65]	76.75	[0.12609030444560904, -0.2116086973589154, -0.607855909572477, -0.8833099294999376]	-0.39417105799643026
5269	However, it is a point for consideration that between 1653-1705 A. D, the expenses of harem increased extra ordinarily, roughly estimated at a little less than a crore.	तथापि, यह ध्यान देने योग्य बात है कि 1653-1705 ए. डी. के बीच, हरम का खर्च असाधारण रूप से बढ़ा, मोटे तौर पर अनुमानित एक करोड़ से कुछ कम।	[95, 100, 74, 77]	86.5	[0.539888771918306, 1.0439808834890767, 0.1162922893298442, 0.24185739547268623]	0.4855048350524782
5270	The sex ratio is 1,005 females per 1,000 males.	लिंगानुपात प्रति 1,000 पुरुषों पर 1,005 महिलाएं हैं।	[95, 95, 78, 76]	86.0	[0.539888771918306, 0.6254510232064127, 0.5300912601311706, 0.1480934517249676]	0.46088112674521425
5271	Other characters in the performance are Dhanavendran, Koyimbadan and Kooli.	इस प्रदर्शन के अन्य पात्र हैं धनवेन्द्रन, कोयिम्बादन और कूली।	[100, 100, 85, 85]	92.5	[0.953687239391003, 1.0439808834890767, 1.254239459033492, 0.9919689454544354]	1.0609691318420018
5272	Geologically speaking, the Western Ghats are said to be older than the Himalayas.	भूगर्भीय रूप से पश्चिमी घाट को हिमालय से भी पुराना माना जाता है।	[95, 95, 76, 95]	90.25	[0.539888771918306, 0.6254510232064127, 0.3231917747305074, 1.929608382931622]	0.854534988196712
5273	She is also wearing elongated earrings.	उन्होंने लंबे झुमके भी पहने हुए हैं।	[95, 95, 60, 90]	85.0	[0.539888771918306, 0.6254510232064127, -1.3320041084747982, 1.4607886641930286]	0.32353108771073724
5274	Amidst this, Gandhi had become a heroic figure for the peasants.	इस बीच, गांधी किसानों के लिए एक वीर व्यक्ति बन गए थे।	[90, 95, 69, 95]	87.25	[0.12609030444560904, 0.6254510232064127, -0.4009564241718138, 1.929608382931622]	0.5700483216029575
5275	However, they lost their authority in Champaner in 1484.	हालांकि, उन्होंने 1484 में चंपानेर में अपना अधिकार खो दिया।	[95, 100, 68, 76]	84.75	[0.539888771918306, 1.0439808834890767, -0.5044061668721455, 0.1480934517249676]	0.3068892350650512
5276	The body has a circular space, which is inlaid work depicting a swan on water flanked by palm trees on each side.	शरीर में एक गोलाकार स्थान है, जो पानी पर एक हंस को चित्रित करता है और दोनों तरफ ताड़ के पेड़ों से घिरा हुआ है।	[95, 80, 66, 78]	79.75	[0.539888771918306, -0.6301385576415794, -0.7113056522728086, 0.3356213392204049]	-0.1164835246939193
5277	Defence Research and Development Organisation	रक्षा अनुसंधान और विकास संगठन	[100, 100, 69, 75]	86.0	[0.953687239391003, 1.0439808834890767, -0.4009564241718138, 0.05432950797724894]	0.4127603016713787
5278	The use of sundials for time-keeping reached its pinnacle in the construction of the five sundials called the Jantar Mantar in the 18th century, with the one in Jaipur giving the local time to an accuracy of 2 seconds and has been declared a UNESCO World Heritage Site.	18वीं शताब्दी में जंतर मंतर नामक पांच सूर्यघड़ियों के निर्माण में समय-निर्धारण के लिए सूर्यघड़ियों का उपयोग अपने चरम पर पहुंच गया, जिसमें जयपुर में एक ने 2 सेकंड की सटीकता के लिए स्थानीय समय दिया और इसे यूनेस्को विश्व विरासत स्थल घोषित किया गया है।	[95, 100, 66, 67]	82.0	[0.539888771918306, 1.0439808834890767, -0.7113056522728086, -0.6957820420045002]	0.04419549028251843
5279	The dish pairs incredibly with plain steamed rice or Mandue ki Roti or Baadi (a halwa-like dish made of Mandua flour).	यह व्यंजन सादे भाप वाले चावल या मांडू की रोटी या बाड़ी (मांडू के आटे से बना हलवा जैसा व्यंजन) के साथ अविश्वसनीय रूप से जोड़ा जाता है।	[85, 85, 78, 76]	81.0	[-0.28770816302708796, -0.2116086973589154, 0.5300912601311706, 0.1480934517249676]	0.044716962867533704
5280	The statue has been cleaned and parts of the shrine have been restored.	प्रतिमा को साफ कर दिया गया है और मंदिर के कुछ हिस्सों को बहाल कर दिया गया है।	[95, 100, 69, 66]	82.5	[0.539888771918306, 1.0439808834890767, -0.4009564241718138, -0.7895459857522189]	0.09834181137083747
5281	Instead the artists chose to represent him by certain attributes, such as the horse on which he left his father's home, his footprints, or a canopy under the bodhi tree at the point of his enlightenment.	इसके बजाय कलाकारों ने कुछ विशेषताओं, जैसे कि घोड़ा जिस पर उन्होंने अपने पिता का घर छोड़ा, उनके पैरों के निशान, या अपने ज्ञान के बिंदु पर बोधि वृक्ष के नीचे एक मंडप द्वारा उनका प्रतिनिधित्व करने का विकल्प चुना।	[90, 90, 64, 67]	77.75	[0.12609030444560904, 0.2069211629237486, -0.9182051376734719, -0.6957820420045002]	-0.32024392807715363
5282	It is broken from the breast on the right side.	यह दाहिनी ओर स्तन से टूटा हुआ है।	[100, 90, 79, 90]	89.75	[0.953687239391003, 0.2069211629237486, 0.6335410028315023, 1.4607886641930286]	0.8137345173348206
